active_not_recruiting_days,completed_days,not_yet_recruiting_days,recruiting_days,suspended_days,terminated_days,enrolling_by_invitation_days,unknown_days,withheld_days,Study Status,Study Results,Sex,Age,Enrollment,Funder Type,Location Count,Country Count,Study Title Length,Brief Summary Length,Primary Outcome Measures Length,Secondary Outcome Measures Length,Study Title Word Count,Brief Summary Word Count,Primary Outcome Measures Word Count,Secondary Outcome Measures Word Count,Primary Outcome Measures Count,Secondary Outcome Measures Count,study_version,minimum_age,maximum_age,num_conditions,NO_INTERVENTION,OTHER,PLACEBO_COMPARATOR,ACTIVE_COMPARATOR,SHAM_COMPARATOR,EXPERIMENTAL,Therapeutic Area,DRUG_count,OTHER_count,BIOLOGICAL_count,RADIATION_count,DIETARY_SUPPLEMENT_count,PROCEDURE_count,DEVICE_count,COMBINATION_PRODUCT_count,GENETIC_count,Allocation,Intervention Model,Masking,Primary Purpose,Trial Endpoint Time in Days,Presence of 'Overall Survival' (OS),Presence of 'Progression Free Survival' (PFS),Presence of 'Objective Response Rate' (ORR),Indication of Comparator Arm Type,Mention of Specific Patient Population or Disease Subtype,Highlighting of Key Efficacy Endpoints (from Summary),Clarity of Primary Objective Statement,Start Date_missing,Start_Date_Year,Start_Date_Month_Sin,Start_Date_Month_Cos,Primary Completion Date_missing,Primary_Completion_Date_Year,Primary_Completion_Date_Month_Sin,Primary_Completion_Date_Month_Cos,Completion Date_missing,Completion_Date_Year,Completion_Date_Month_Sin,Completion_Date_Month_Cos,First Posted_missing,First_Posted_Year,First_Posted_Month_Sin,First_Posted_Month_Cos,Last Update Posted_missing,Last_Update_Posted_Year,Last_Update_Posted_Month_Sin,Last_Update_Posted_Month_Cos,Study Duration,Time_to_Primary_Completion_Days,Days_Since_First_Posted,Days_Since_Last_Update_Posted,Sponsor_Success_Rate,TA_Success_Rate,Outcome
2513.0,0.0,111.0,788.0,0.0,0.0,0.0,0.0,0.0,ACTIVE_NOT_RECRUITING,NO,ALL,"ADULT, OLDER_ADULT",304.0,INDUSTRY,,,153,535,115.0,60.0,17,75,15.0,9.0,2,1,54,18,130,1,0.0,0.0,0.0,1.0,0.0,1.0,Oncology,0,0,2,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,1200.0,True,False,False,,False,True,True,0,2016.0,0.8660254037844387,-0.4999999999999998,0,2025.0,1.2246467991473532e-16,-1.0,0,2025.0,1.2246467991473532e-16,-1.0,0,2016,0.49999999999999994,0.8660254037844387,0,2024,-0.8660254037844386,0.5000000000000001,3348,3348,3421,225,0.3968253968253968,0.3514644351464435,1
3183.0,0.0,190.0,407.0,0.0,0.0,0.0,0.0,0.0,ACTIVE_NOT_RECRUITING,YES,ALL,"ADULT, OLDER_ADULT",1019.0,INDUSTRY,,,138,1051,1227.0,5092.0,15,150,187.0,799.0,2,9,38,18,130,1,0.0,0.0,1.0,0.0,0.0,1.0,Oncology,1,0,1,0,0,0,0,0,0,RANDOMIZED,PARALLEL,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,180.0,False,False,False,Single-Arm,False,True,True,0,2015.0,1.2246467991473532e-16,-1.0,0,2018.0,0.0,1.0,0,2026.0,1.2246467991473532e-16,-1.0,0,2015,0.49999999999999994,0.8660254037844387,0,2023,-0.4999999999999997,-0.8660254037844388,4018,915,3786,683,0.3968253968253968,0.3514644351464435,1
1490.0,3119.0,155.0,829.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,OLDER_ADULT,488.0,INDUSTRY,112.0,18.0,99,149,478.0,26961.0,15,24,78.0,3969.0,1,32,23,65,130,1,0.0,0.0,0.0,1.0,0.0,1.0,Oncology,2,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,1200.0,True,False,False,Single-Arm,True,True,True,0,2010.0,0.49999999999999994,-0.8660254037844387,0,2014.0,0.0,1.0,0,2016.0,1.2246467991473532e-16,-1.0,0,2010,0.49999999999999994,0.8660254037844387,0,2017,-0.4999999999999997,-0.8660254037844388,2222,1310,5612,2874,0.3888888888888889,0.3514644351464435,0
1511.0,0.0,95.0,319.0,0.0,0.0,0.0,0.0,0.0,ACTIVE_NOT_RECRUITING,YES,ALL,"ADULT, OLDER_ADULT",345.0,INDUSTRY,274.0,23.0,119,123,764.0,,19,23,114.0,,1,0,34,18,100,1,0.0,0.0,0.0,1.0,0.0,1.0,Other,2,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,90.0,False,True,False,Single-Arm,True,False,False,0,2020.0,0.49999999999999994,-0.8660254037844387,0,2022.0,-0.4999999999999997,-0.8660254037844388,0,2026.0,1.0,6.123233995736766e-17,0,2020,0.8660254037844386,0.5000000000000001,0,2025,0.49999999999999994,0.8660254037844387,2130,791,1931,133,0.56,0.396,1
824.0,140.0,16.0,595.0,301.0,1657.0,0.0,0.0,0.0,TERMINATED,YES,ALL,"ADULT, OLDER_ADULT",251.0,INDUSTRY,,,179,961,1168.0,3488.0,22,135,177.0,530.0,2,5,44,18,130,1,0.0,0.0,0.0,1.0,0.0,1.0,Other,2,0,1,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,1620.0,True,True,False,SOC,False,True,True,0,2015.0,-1.0,-1.8369701987210297e-16,0,2018.0,1.2246467991473532e-16,-1.0,0,2020.0,1.2246467991473532e-16,-1.0,0,2015,-1.0,-1.8369701987210297e-16,0,2021,-1.0,-1.8369701987210297e-16,1735,1004,3544,1352,0.3968253968253968,0.396,0
952.0,2014.0,0.0,516.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"ADULT, OLDER_ADULT",371.0,INDUSTRY,75.0,10.0,59,209,341.0,5076.0,8,31,61.0,778.0,1,7,28,18,130,2,0.0,0.0,0.0,1.0,0.0,1.0,Oncology,3,1,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,627.0,True,False,False,Single-Arm,False,False,False,0,2015.0,-0.5000000000000004,0.8660254037844384,0,2017.0,-0.8660254037844384,-0.5000000000000004,0,2019.0,-0.8660254037844386,0.5000000000000001,0,2015,-0.5000000000000004,0.8660254037844384,0,2020,-0.8660254037844386,0.5000000000000001,1431,640,3483,1686,0.125,0.3514644351464435,0
1299.0,1456.0,14.0,713.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"ADULT, OLDER_ADULT",499.0,INDUSTRY,200.0,17.0,71,131,379.0,10043.0,9,18,65.0,1532.0,1,12,39,18,130,1,0.0,0.0,0.0,0.0,0.0,2.0,Oncology,9,1,0,0,0,0,0,0,0,RANDOMIZED,SEQUENTIAL,NONE,TREATMENT,1276.0,True,False,False,Single-Arm,False,False,False,0,2015.0,-0.5000000000000004,0.8660254037844384,0,2019.0,-0.8660254037844384,-0.5000000000000004,0,2021.0,0.49999999999999994,-0.8660254037844387,0,2015,-0.5000000000000004,0.8660254037844384,0,2022,0.49999999999999994,-0.8660254037844387,2009,1370,3483,1109,0.125,0.3514644351464435,0
2708.0,0.0,58.0,478.0,0.0,0.0,0.0,0.0,0.0,ACTIVE_NOT_RECRUITING,YES,ALL,"ADULT, OLDER_ADULT",861.0,INDUSTRY,,,194,699,1267.0,10444.0,24,98,200.0,1665.0,2,13,40,18,130,1,0.0,0.0,0.0,1.0,0.0,1.0,Oncology,2,0,1,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,660.0,True,True,False,Single-Arm,False,True,True,0,2016.0,-0.8660254037844384,-0.5000000000000004,0,2018.0,-1.0,-1.8369701987210297e-16,0,2025.0,-0.5000000000000004,0.8660254037844384,0,2016,-0.4999999999999997,-0.8660254037844388,0,2024,-0.8660254037844386,0.5000000000000001,3378,760,3239,225,0.3968253968253968,0.3514644351464435,1
1862.0,994.0,38.0,1060.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"ADULT, OLDER_ADULT",1274.0,INDUSTRY,,,213,616,2507.0,8668.0,23,87,391.0,1345.0,3,8,50,18,130,1,0.0,0.0,0.0,1.0,0.0,1.0,Oncology,3,0,1,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,1320.0,True,False,False,SOC,False,True,False,0,2014.0,-1.0,-1.8369701987210297e-16,0,2018.0,-0.8660254037844384,-0.5000000000000004,0,2022.0,-0.8660254037844384,-0.5000000000000004,0,2014,-0.4999999999999997,-0.8660254037844388,0,2023,-1.0,-1.8369701987210297e-16,2892,1431,3970,622,0.3968253968253968,0.3514644351464435,1
1269.0,1530.0,55.0,1491.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"ADULT, OLDER_ADULT",707.0,INDUSTRY,104.0,19.0,116,203,472.0,906.0,16,30,76.0,143.0,1,2,52,18,130,1,0.0,0.0,1.0,0.0,0.0,1.0,Oncology,2,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,1350.0,True,False,False,Single-Arm,False,True,True,0,2013.0,-0.8660254037844384,-0.5000000000000004,0,2017.0,-1.0,-1.8369701987210297e-16,0,2021.0,0.0,1.0,0,2013,1.2246467991473532e-16,-1.0,0,2021,0.8660254037844387,-0.4999999999999998,2679,1491,4366,1505,0.6,0.3514644351464435,1
72.0,0.0,83.0,293.0,0.0,654.0,0.0,0.0,0.0,TERMINATED,YES,ALL,"ADULT, OLDER_ADULT",7.0,INDUSTRY,27.0,6.0,263,1858,909.0,4295.0,40,316,153.0,687.0,1,5,19,30,80,1,0.0,0.0,1.0,0.0,0.0,1.0,Neurology,2,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,,False,False,False,Single-Arm,True,False,False,0,2022.0,-0.4999999999999997,-0.8660254037844388,0,2023.0,1.2246467991473532e-16,-1.0,0,2023.0,1.2246467991473532e-16,-1.0,0,2022,0.49999999999999994,-0.8660254037844387,0,2024,0.49999999999999994,-0.8660254037844387,334,334,1109,378,0.2857142857142857,0.4262295081967213,0
1974.0,454.0,8.0,1097.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"ADULT, OLDER_ADULT",1214.0,INDUSTRY,349.0,42.0,47,324,2732.0,21399.0,7,46,452.0,3269.0,4,28,50,18,130,1,0.0,0.0,0.0,1.0,0.0,2.0,Oncology,9,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,150.0,True,True,False,Single-Arm,False,True,False,0,2015.0,-1.0,-1.8369701987210297e-16,0,2021.0,-0.5000000000000004,0.8660254037844384,0,2024.0,0.0,1.0,0,2015,-1.0,-1.8369701987210297e-16,0,2025,0.0,1.0,3014,2253,3544,164,0.125,0.3514644351464435,0
2187.0,350.0,53.0,823.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"ADULT, OLDER_ADULT",886.0,INDUSTRY,299.0,21.0,100,236,1701.0,21408.0,16,34,283.0,3428.0,2,30,63,18,130,1,0.0,0.0,0.0,1.0,0.0,1.0,Oncology,3,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,2670.0,True,True,False,,False,False,False,0,2016.0,0.8660254037844386,0.5000000000000001,0,2023.0,-0.4999999999999997,-0.8660254037844388,0,2024.0,0.49999999999999994,-0.8660254037844387,0,2016,0.49999999999999994,0.8660254037844387,0,2024,-1.0,-1.8369701987210297e-16,3014,2709,3421,256,0.6111111111111112,0.3514644351464435,1
571.0,2341.0,30.0,360.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"ADULT, OLDER_ADULT",363.0,INDUSTRY,73.0,11.0,201,397,591.0,5194.0,24,54,102.0,798.0,1,9,22,18,130,1,0.0,0.0,0.0,1.0,0.0,2.0,Oncology,3,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,600.0,True,False,False,SOC,False,False,False,0,2016.0,1.2246467991473532e-16,-1.0,0,2018.0,0.8660254037844386,0.5000000000000001,0,2018.0,-0.5000000000000004,0.8660254037844384,0,2016,0.49999999999999994,-0.8660254037844387,0,2019,-0.5000000000000004,0.8660254037844384,883,608,3300,2022,0.28865979381443296,0.3514644351464435,0
735.0,2127.0,117.0,1204.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"ADULT, OLDER_ADULT",427.0,INDUSTRY,119.0,5.0,163,927,1147.0,8731.0,26,136,180.0,1430.0,1,10,46,18,130,1,0.0,1.0,0.0,0.0,0.0,1.0,Oncology,5,2,0,0,0,0,0,0,0,RANDOMIZED,CROSSOVER,NONE,TREATMENT,180.0,False,False,False,SOC,False,False,False,0,2014.0,0.49999999999999994,0.8660254037844387,0,2017.0,-0.8660254037844384,-0.5000000000000004,0,2019.0,-0.4999999999999997,-0.8660254037844388,0,2014,0.0,1.0,0,2020,-0.4999999999999997,-0.8660254037844388,2007,1308,4182,1778,0.3888888888888889,0.3514644351464435,0
1337.0,2334.0,83.0,456.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"ADULT, OLDER_ADULT",1225.0,INDUSTRY,208.0,31.0,170,636,4357.0,24586.0,23,78,723.0,3805.0,8,29,93,18,130,1,0.0,0.0,0.0,1.0,0.0,1.0,Oncology,2,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,31755.0,True,False,False,,False,False,False,0,2014.0,0.8660254037844386,0.5000000000000001,0,2016.0,1.2246467991473532e-16,-1.0,0,2019.0,0.0,1.0,0,2013,-0.5000000000000004,0.8660254037844384,0,2019,-0.5000000000000004,0.8660254037844384,1767,853,4213,2022,0.28865979381443296,0.3514644351464435,1
3733.0,361.0,56.0,280.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"ADULT, OLDER_ADULT",945.0,INDUSTRY,150.0,22.0,137,188,2775.0,8896.0,19,28,429.0,1432.0,4,11,98,18,130,1,0.0,0.0,0.0,0.0,0.0,3.0,Oncology,0,0,4,0,0,0,0,0,0,RANDOMIZED,PARALLEL,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,1170.0,True,True,False,Single-Arm,False,True,True,0,2013.0,0.49999999999999994,-0.8660254037844387,0,2016.0,-0.4999999999999997,-0.8660254037844388,0,2024.0,1.0,6.123233995736766e-17,0,2013,0.8660254037844387,-0.4999999999999998,0,2025,0.8660254037844387,-0.4999999999999998,3957,1157,4427,44,0.43103448275862066,0.3514644351464435,1
1590.0,929.0,9.0,802.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"ADULT, OLDER_ADULT",503.0,INDUSTRY,114.0,21.0,148,844,688.0,4004.0,21,114,105.0,630.0,2,11,55,18,130,1,0.0,0.0,0.0,1.0,0.0,1.0,Oncology,4,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,690.0,True,False,False,Placebo,False,False,False,0,2016.0,0.49999999999999994,-0.8660254037844387,0,2018.0,1.0,6.123233995736766e-17,0,2022.0,1.2246467991473532e-16,-1.0,0,2016,0.8660254037844387,-0.4999999999999998,0,2023,1.2246467991473532e-16,-1.0,2221,669,3331,714,0.28865979381443296,0.3514644351464435,1
162.0,2082.0,77.0,800.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"CHILD, ADULT, OLDER_ADULT",128.0,INDUSTRY,39.0,8.0,91,354,696.0,1615.0,13,54,109.0,259.0,1,3,23,12,130,1,0.0,0.0,0.0,1.0,0.0,1.0,Oncology,1,0,1,0,0,0,0,0,0,RANDOMIZED,PARALLEL,NONE,TREATMENT,750.0,False,True,False,Single-Arm,False,False,False,0,2017.0,0.49999999999999994,0.8660254037844387,0,2019.0,1.0,6.123233995736766e-17,0,2019.0,-0.4999999999999997,-0.8660254037844388,0,2016,-0.5000000000000004,0.8660254037844384,0,2020,0.8660254037844387,-0.4999999999999998,911,789,3117,1870,0.0,0.3514644351464435,0
1490.0,1365.0,38.0,816.0,0.0,0.0,0.0,0.0,0.0,COMPLETED,YES,ALL,"ADULT, OLDER_ADULT",902.0,INDUSTRY,247.0,40.0,199,608,1175.0,4048.0,23,79,181.0,611.0,4,11,54,18,130,1,0.0,0.0,1.0,0.0,0.0,1.0,Oncology,3,0,0,0,0,0,0,0,0,RANDOMIZED,PARALLEL,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,1740.0,True,True,False,,False,False,False,0,2015.0,0.49999999999999994,-0.8660254037844387,0,2020.0,1.0,6.123233995736766e-17,0,2021.0,-0.4999999999999997,-0.8660254037844388,0,2015,1.0,6.123233995736766e-17,0,2022,1.2246467991473532e-16,-1.0,2253,1766,3727,1079,0.28865979381443296,0.3514644351464435,0
0.0,0.0,491.0,100.0,205.0,0.0,0.0,0.0,0.0,RECRUITING,NO,ALL,"ADULT, OLDER_ADULT",1400.0,INDUSTRY,28.0,7.0,58,425,530.0,4116.0,11,62,83.0,621.0,1,13,22,18,100,1,0.0,0.0,0.0,0.0,0.0,1.0,Oncology,6,0,0,0,0,0,0,0,0,NA,SINGLE_GROUP,NONE,TREATMENT,1095.0,False,False,False,Single-Arm,False,False,False,0,2024.0,0.49999999999999994,0.8660254037844387,0,2029.0,-0.8660254037844384,-0.5000000000000004,0,2030.0,-0.8660254037844384,-0.5000000000000004,0,2023,1.0,6.123233995736766e-17,0,2025,0.49999999999999994,-0.8660254037844387,2404,2039,805,13,0.4246575342465753,0.3514644351464435,1
